Cancer,Year,Sex,Age,Risk,Risk_1_X,Type
Non-melanoma skin cancer (rare types),2007,Males,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Males,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 40,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 45,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 50,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 55,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 60,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 65,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 70,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 75,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 80,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 85,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,before age 90,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,n.a.,,Death
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,n.a.,,Death
