row,Cancer,Year,Sex,Age,Risk,Risk_1_X),Type
2100,Melanoma of the skin,2007,Females,before age 60,0.0856,"1,168",Death
2102,Melanoma of the skin,2007,Females,before age 70,0.1584,631,Death
2104,Melanoma of the skin,2007,Females,before age 80,0.2814,355,Death
2106,Melanoma of the skin,2007,Females,before age 90,0.412,243,Death
2109,Melanoma of the skin,2007,Persons,before age 10,0.0,. .,Death
2111,Melanoma of the skin,2007,Persons,before age 20,0.0003,n.p.,Death
2113,Melanoma of the skin,2007,Persons,before age 30,0.0086,"11,678",Death
2115,Melanoma of the skin,2007,Persons,before age 40,0.0224,"4,464",Death
2117,Melanoma of the skin,2007,Persons,before age 50,0.0594,"1,684",Death
2119,Melanoma of the skin,2007,Persons,before age 60,0.1262,792,Death
2121,Melanoma of the skin,2007,Persons,before age 70,0.2461,406,Death
2123,Melanoma of the skin,2007,Persons,before age 80,0.4619,217,Death
2125,Melanoma of the skin,2007,Persons,before age 90,0.6768,148,Death
2128,Melanoma of the skin,2008,Males,before age 10,0.0,. .,Death
2130,Melanoma of the skin,2008,Males,before age 20,0.0007,n.p.,Death
2132,Melanoma of the skin,2008,Males,before age 30,0.0064,n.p.,Death
2134,Melanoma of the skin,2008,Males,before age 40,0.0269,"3,713",Death
2136,Melanoma of the skin,2008,Males,before age 50,0.0614,"1,629",Death
2138,Melanoma of the skin,2008,Males,before age 60,0.1572,636,Death
2140,Melanoma of the skin,2008,Males,before age 70,0.3446,290,Death
2142,Melanoma of the skin,2008,Males,before age 80,0.6699,149,Death
2144,Melanoma of the skin,2008,Males,before age 90,1.0059,99,Death
2147,Melanoma of the skin,2008,Females,before age 10,0.0,. .,Death
2149,Melanoma of the skin,2008,Females,before age 20,0.0,. .,Death
2151,Melanoma of the skin,2008,Females,before age 30,0.0067,n.p.,Death
2153,Melanoma of the skin,2008,Females,before age 40,0.0206,"4,866",Death
2155,Melanoma of the skin,2008,Females,before age 50,0.05,"2,002",Death
2157,Melanoma of the skin,2008,Females,before age 60,0.0874,"1,144",Death
2159,Melanoma of the skin,2008,Females,before age 70,0.1689,592,Death
2161,Melanoma of the skin,2008,Females,before age 80,0.28,357,Death
2163,Melanoma of the skin,2008,Females,before age 90,0.442,226,Death
2166,Melanoma of the skin,2008,Persons,before age 10,0.0,. .,Death
2168,Melanoma of the skin,2008,Persons,before age 20,0.0003,n.p.,Death
2170,Melanoma of the skin,2008,Persons,before age 30,0.0066,"15,227",Death
2172,Melanoma of the skin,2008,Persons,before age 40,0.0238,"4,210",Death
2174,Melanoma of the skin,2008,Persons,before age 50,0.0557,"1,796",Death
2176,Melanoma of the skin,2008,Persons,before age 60,0.1226,815,Death
2178,Melanoma of the skin,2008,Persons,before age 70,0.2586,387,Death
2180,Melanoma of the skin,2008,Persons,before age 80,0.4778,209,Death
2182,Melanoma of the skin,2008,Persons,before age 90,0.721,139,Death
2185,Melanoma of the skin,2009,Males,before age 10,0.0007,n.p.,Death
2187,Melanoma of the skin,2009,Males,before age 20,0.0007,n.p.,Death
2189,Melanoma of the skin,2009,Males,before age 30,0.0032,n.p.,Death
2191,Melanoma of the skin,2009,Males,before age 40,0.0229,"4,359",Death
2193,Melanoma of the skin,2009,Males,before age 50,0.0596,"1,679",Death
2195,Melanoma of the skin,2009,Males,before age 60,0.1467,681,Death
2197,Melanoma of the skin,2009,Males,before age 70,0.3309,302,Death
2199,Melanoma of the skin,2009,Males,before age 80,0.6475,154,Death
2201,Melanoma of the skin,2009,Males,before age 90,0.9954,100,Death
2204,Melanoma of the skin,2009,Females,before age 10,0.0,. .,Death
2206,Melanoma of the skin,2009,Females,before age 20,0.0,. .,Death
2208,Melanoma of the skin,2009,Females,before age 30,0.0058,n.p.,Death
2210,Melanoma of the skin,2009,Females,before age 40,0.0183,"5,469",Death
2212,Melanoma of the skin,2009,Females,before age 50,0.0455,"2,196",Death
2214,Melanoma of the skin,2009,Females,before age 60,0.0943,"1,061",Death
2216,Melanoma of the skin,2009,Females,before age 70,0.1818,550,Death
2218,Melanoma of the skin,2009,Females,before age 80,0.2929,341,Death
2220,Melanoma of the skin,2009,Females,before age 90,0.4413,227,Death
2223,Melanoma of the skin,2009,Persons,before age 10,0.0004,n.p.,Death
2225,Melanoma of the skin,2009,Persons,before age 20,0.0004,n.p.,Death
2227,Melanoma of the skin,2009,Persons,before age 30,0.0044,n.p.,Death
2229,Melanoma of the skin,2009,Persons,before age 40,0.0206,"4,855",Death
2231,Melanoma of the skin,2009,Persons,before age 50,0.0525,"1,903",Death
2233,Melanoma of the skin,2009,Persons,before age 60,0.1206,829,Death
2235,Melanoma of the skin,2009,Persons,before age 70,0.2578,388,Death
2237,Melanoma of the skin,2009,Persons,before age 80,0.473,211,Death
2239,Melanoma of the skin,2009,Persons,before age 90,0.7151,140,Death
2242,Melanoma of the skin,2010,Males,before age 10,0.0007,n.p.,Death
2244,Melanoma of the skin,2010,Males,before age 20,0.0013,n.p.,Death
2246,Melanoma of the skin,2010,Males,before age 30,0.0049,n.p.,Death
2248,Melanoma of the skin,2010,Males,before age 40,0.0231,"4,321",Death
2250,Melanoma of the skin,2010,Males,before age 50,0.057,"1,754",Death
2252,Melanoma of the skin,2010,Males,before age 60,0.1428,700,Death
2254,Melanoma of the skin,2010,Males,before age 70,0.3355,298,Death
2256,Melanoma of the skin,2010,Males,before age 80,0.6431,155,Death
2258,Melanoma of the skin,2010,Males,before age 90,1.0264,97,Death
2261,Melanoma of the skin,2010,Females,before age 10,0.0,. .,Death
2263,Melanoma of the skin,2010,Females,before age 20,0.0,. .,Death
2265,Melanoma of the skin,2010,Females,before age 30,0.0044,n.p.,Death
2267,Melanoma of the skin,2010,Females,before age 40,0.0125,"8,015",Death
2269,Melanoma of the skin,2010,Females,before age 50,0.0352,"2,842",Death
2271,Melanoma of the skin,2010,Females,before age 60,0.0854,"1,171",Death
2273,Melanoma of the skin,2010,Females,before age 70,0.1631,613,Death
2275,Melanoma of the skin,2010,Females,before age 80,0.2906,344,Death
2277,Melanoma of the skin,2010,Females,before age 90,0.429,233,Death
2280,Melanoma of the skin,2010,Persons,before age 10,0.0003,n.p.,Death
2282,Melanoma of the skin,2010,Persons,before age 20,0.0007,n.p.,Death
2284,Melanoma of the skin,2010,Persons,before age 30,0.0046,n.p.,Death
2286,Melanoma of the skin,2010,Persons,before age 40,0.0178,"5,612",Death
2288,Melanoma of the skin,2010,Persons,before age 50,0.0461,"2,169",Death
2290,Melanoma of the skin,2010,Persons,before age 60,0.1142,876,Death
2292,Melanoma of the skin,2010,Persons,before age 70,0.2509,399,Death
2294,Melanoma of the skin,2010,Persons,before age 80,0.4695,213,Death
2296,Melanoma of the skin,2010,Persons,before age 90,0.7218,139,Death
2299,Melanoma of the skin,2011,Males,before age 10,0.0,. .,Death
2301,Melanoma of the skin,2011,Males,before age 20,0.0,. .,Death
2303,Melanoma of the skin,2011,Males,before age 30,0.0065,n.p.,Death
2305,Melanoma of the skin,2011,Males,before age 40,0.0204,"4,912",Death
2307,Melanoma of the skin,2011,Males,before age 50,0.0609,"1,642",Death
2309,Melanoma of the skin,2011,Males,before age 60,0.1516,660,Death
2311,Melanoma of the skin,2011,Males,before age 70,0.3367,297,Death
2313,Melanoma of the skin,2011,Males,before age 80,0.6967,144,Death
2315,Melanoma of the skin,2011,Males,before age 90,1.0777,93,Death
2318,Melanoma of the skin,2011,Females,before age 10,0.0,. .,Death
2320,Melanoma of the skin,2011,Females,before age 20,0.0,. .,Death
2322,Melanoma of the skin,2011,Females,before age 30,0.0037,n.p.,Death
2324,Melanoma of the skin,2011,Females,before age 40,0.0201,"4,982",Death
2326,Melanoma of the skin,2011,Females,before age 50,0.0425,"2,355",Death
2328,Melanoma of the skin,2011,Females,before age 60,0.0839,"1,193",Death
2330,Melanoma of the skin,2011,Females,before age 70,0.1493,670,Death
2332,Melanoma of the skin,2011,Females,before age 80,0.2657,376,Death
2334,Melanoma of the skin,2011,Females,before age 90,0.4444,225,Death
2337,Melanoma of the skin,2011,Persons,before age 10,0.0,. .,Death
2339,Melanoma of the skin,2011,Persons,before age 20,0.0,. .,Death
2341,Melanoma of the skin,2011,Persons,before age 30,0.0051,n.p.,Death
2343,Melanoma of the skin,2011,Persons,before age 40,0.0202,"4,941",Death
2345,Melanoma of the skin,2011,Persons,before age 50,0.0517,"1,935",Death
2347,Melanoma of the skin,2011,Persons,before age 60,0.1178,849,Death
2349,Melanoma of the skin,2011,Persons,before age 70,0.2445,409,Death
2351,Melanoma of the skin,2011,Persons,before age 80,0.4846,206,Death
2353,Melanoma of the skin,2011,Persons,before age 90,0.7585,132,Death
2356,Melanoma of the skin,2012,Males,before age 10,0.0,. .,Death
2358,Melanoma of the skin,2012,Males,before age 20,0.0007,n.p.,Death
2360,Melanoma of the skin,2012,Males,before age 30,0.007,n.p.,Death
2362,Melanoma of the skin,2012,Males,before age 40,0.0214,"4,672",Death
2364,Melanoma of the skin,2012,Males,before age 50,0.052,"1,923",Death
2366,Melanoma of the skin,2012,Males,before age 60,0.125,800,Death
2368,Melanoma of the skin,2012,Males,before age 70,0.3039,329,Death
2370,Melanoma of the skin,2012,Males,before age 80,0.6517,153,Death
2372,Melanoma of the skin,2012,Males,before age 90,1.0507,95,Death
2375,Melanoma of the skin,2012,Females,before age 10,0.0,. .,Death
2377,Melanoma of the skin,2012,Females,before age 20,0.0,. .,Death
2379,Melanoma of the skin,2012,Females,before age 30,0.006,n.p.,Death
2381,Melanoma of the skin,2012,Females,before age 40,0.0148,"6,750",Death
2383,Melanoma of the skin,2012,Females,before age 50,0.0387,"2,581",Death
2385,Melanoma of the skin,2012,Females,before age 60,0.0798,"1,253",Death
2387,Melanoma of the skin,2012,Females,before age 70,0.1517,659,Death
2389,Melanoma of the skin,2012,Females,before age 80,0.2827,354,Death
2391,Melanoma of the skin,2012,Females,before age 90,0.4462,224,Death
2394,Melanoma of the skin,2012,Persons,before age 10,0.0,. .,Death
2396,Melanoma of the skin,2012,Persons,before age 20,0.0003,n.p.,Death
2398,Melanoma of the skin,2012,Persons,before age 30,0.0065,"15,358",Death
2400,Melanoma of the skin,2012,Persons,before age 40,0.0181,"5,519",Death
2402,Melanoma of the skin,2012,Persons,before age 50,0.0454,"2,204",Death
2404,Melanoma of the skin,2012,Persons,before age 60,0.1024,976,Death
2406,Melanoma of the skin,2012,Persons,before age 70,0.2289,437,Death
2408,Melanoma of the skin,2012,Persons,before age 80,0.4698,213,Death
2410,Melanoma of the skin,2012,Persons,before age 90,0.7437,134,Death
2413,Melanoma of the skin,2013,Males,before age 10,0.0,. .,Death
2415,Melanoma of the skin,2013,Males,before age 20,0.0,. .,Death
2417,Melanoma of the skin,2013,Males,before age 30,0.0034,n.p.,Death
2419,Melanoma of the skin,2013,Males,before age 40,0.0145,"6,903",Death
2421,Melanoma of the skin,2013,Males,before age 50,0.054,"1,853",Death
2423,Melanoma of the skin,2013,Males,before age 60,0.144,695,Death
2425,Melanoma of the skin,2013,Males,before age 70,0.3471,288,Death
2427,Melanoma of the skin,2013,Males,before age 80,0.6702,149,Death
2429,Melanoma of the skin,2013,Males,before age 90,1.0989,91,Death
2432,Melanoma of the skin,2013,Females,before age 10,0.0,. .,Death
2434,Melanoma of the skin,2013,Females,before age 20,0.0,. .,Death
2436,Melanoma of the skin,2013,Females,before age 30,0.0017,n.p.,Death
2438,Melanoma of the skin,2013,Females,before age 40,0.0141,"7,086",Death
2440,Melanoma of the skin,2013,Females,before age 50,0.0423,"2,363",Death
2442,Melanoma of the skin,2013,Females,before age 60,0.093,"1,076",Death
2444,Melanoma of the skin,2013,Females,before age 70,0.1578,634,Death
2446,Melanoma of the skin,2013,Females,before age 80,0.2826,354,Death
2448,Melanoma of the skin,2013,Females,before age 90,0.4522,221,Death
2451,Melanoma of the skin,2013,Persons,before age 10,0.0,. .,Death
2453,Melanoma of the skin,2013,Persons,before age 20,0.0,. .,Death
2455,Melanoma of the skin,2013,Persons,before age 30,0.0026,n.p.,Death
2457,Melanoma of the skin,2013,Persons,before age 40,0.0143,"6,992",Death
2459,Melanoma of the skin,2013,Persons,before age 50,0.0481,"2,078",Death
2461,Melanoma of the skin,2013,Persons,before age 60,0.1184,844,Death
2463,Melanoma of the skin,2013,Persons,before age 70,0.2538,394,Death
2465,Melanoma of the skin,2013,Persons,before age 80,0.4797,208,Death
2467,Melanoma of the skin,2013,Persons,before age 90,0.7728,129,Death
2470,Melanoma of the skin,2014,Males,before age 10,0.0,. .,Death
2472,Melanoma of the skin,2014,Males,before age 20,0.0,. .,Death
2474,Melanoma of the skin,2014,Males,before age 30,0.004,n.p.,Death
2476,Melanoma of the skin,2014,Males,before age 40,0.0156,"6,396",Death
2478,Melanoma of the skin,2014,Males,before age 50,0.0421,"2,377",Death
2480,Melanoma of the skin,2014,Males,before age 60,0.1208,828,Death
2482,Melanoma of the skin,2014,Males,before age 70,0.2762,362,Death
2484,Melanoma of the skin,2014,Males,before age 80,0.5814,172,Death
2486,Melanoma of the skin,2014,Males,before age 90,0.9623,104,Death
2489,Melanoma of the skin,2014,Females,before age 10,0.0,. .,Death
2491,Melanoma of the skin,2014,Females,before age 20,0.0,. .,Death
2493,Melanoma of the skin,2014,Females,before age 30,0.0035,n.p.,Death
2495,Melanoma of the skin,2014,Females,before age 40,0.0102,n.p.,Death
2497,Melanoma of the skin,2014,Females,before age 50,0.0341,"2,931",Death
2499,Melanoma of the skin,2014,Females,before age 60,0.0761,"1,314",Death
2501,Melanoma of the skin,2014,Females,before age 70,0.1459,686,Death
2503,Melanoma of the skin,2014,Females,before age 80,0.2596,385,Death
2505,Melanoma of the skin,2014,Females,before age 90,0.4289,233,Death
2508,Melanoma of the skin,2014,Persons,before age 10,0.0,. .,Death
2510,Melanoma of the skin,2014,Persons,before age 20,0.0,. .,Death
2512,Melanoma of the skin,2014,Persons,before age 30,0.0037,n.p.,Death
2514,Melanoma of the skin,2014,Persons,before age 40,0.0129,"7,727",Death
2516,Melanoma of the skin,2014,Persons,before age 50,0.0381,"2,625",Death
2518,Melanoma of the skin,2014,Persons,before age 60,0.0984,"1,016",Death
2520,Melanoma of the skin,2014,Persons,before age 70,0.2117,472,Death
2522,Melanoma of the skin,2014,Persons,before age 80,0.4227,237,Death
2524,Melanoma of the skin,2014,Persons,before age 90,0.6932,144,Death
2527,Melanoma of the skin,2015,Males,before age 10,0.0,. .,Death
2529,Melanoma of the skin,2015,Males,before age 20,0.0,. .,Death
2531,Melanoma of the skin,2015,Males,before age 30,0.0033,n.p.,Death
2533,Melanoma of the skin,2015,Males,before age 40,0.0174,"5,755",Death
2535,Melanoma of the skin,2015,Males,before age 50,0.0492,"2,033",Death
2537,Melanoma of the skin,2015,Males,before age 60,0.1231,812,Death
2539,Melanoma of the skin,2015,Males,before age 70,0.2673,374,Death
2541,Melanoma of the skin,2015,Males,before age 80,0.5275,190,Death
2543,Melanoma of the skin,2015,Males,before age 90,0.9242,108,Death
2546,Melanoma of the skin,2015,Females,before age 10,0.0,. .,Death
2548,Melanoma of the skin,2015,Females,before age 20,0.0007,n.p.,Death
2550,Melanoma of the skin,2015,Females,before age 30,0.0046,n.p.,Death
2552,Melanoma of the skin,2015,Females,before age 40,0.0111,n.p.,Death
2554,Melanoma of the skin,2015,Females,before age 50,0.0395,"2,533",Death
2556,Melanoma of the skin,2015,Females,before age 60,0.0768,"1,302",Death
2558,Melanoma of the skin,2015,Females,before age 70,0.1451,689,Death
2560,Melanoma of the skin,2015,Females,before age 80,0.2604,384,Death
2562,Melanoma of the skin,2015,Females,before age 90,0.4343,230,Death
2565,Melanoma of the skin,2015,Persons,before age 10,0.0,. .,Death
2567,Melanoma of the skin,2015,Persons,before age 20,0.0003,n.p.,Death
2569,Melanoma of the skin,2015,Persons,before age 30,0.004,n.p.,Death
2571,Melanoma of the skin,2015,Persons,before age 40,0.0142,"7,020",Death
2573,Melanoma of the skin,2015,Persons,before age 50,0.0443,"2,256",Death
2575,Melanoma of the skin,2015,Persons,before age 60,0.0999,"1,001",Death
2577,Melanoma of the skin,2015,Persons,before age 70,0.2068,484,Death
2579,Melanoma of the skin,2015,Persons,before age 80,0.396,253,Death
2581,Melanoma of the skin,2015,Persons,before age 90,0.6774,148,Death
2584,Melanoma of the skin,2016,Males,before age 10,0.0,. .,Death
2586,Melanoma of the skin,2016,Males,before age 20,0.0007,n.p.,Death
2588,Melanoma of the skin,2016,Males,before age 30,0.0023,n.p.,Death
2590,Melanoma of the skin,2016,Males,before age 40,0.0159,"6,290",Death
2592,Melanoma of the skin,2016,Males,before age 50,0.0427,"2,344",Death
2594,Melanoma of the skin,2016,Males,before age 60,0.0985,"1,015",Death
2596,Melanoma of the skin,2016,Males,before age 70,0.2356,424,Death
2598,Melanoma of the skin,2016,Males,before age 80,0.4614,217,Death
2600,Melanoma of the skin,2016,Males,before age 90,0.7935,126,Death
2603,Melanoma of the skin,2016,Females,before age 10,0.0,. .,Death
2605,Melanoma of the skin,2016,Females,before age 20,0.0,. .,Death
2607,Melanoma of the skin,2016,Females,before age 30,0.0011,n.p.,Death
2609,Melanoma of the skin,2016,Females,before age 40,0.0057,n.p.,Death
2611,Melanoma of the skin,2016,Females,before age 50,0.0183,"5,454",Death
2613,Melanoma of the skin,2016,Females,before age 60,0.0478,"2,091",Death
2615,Melanoma of the skin,2016,Females,before age 70,0.1028,973,Death
2617,Melanoma of the skin,2016,Females,before age 80,0.2126,470,Death
2619,Melanoma of the skin,2016,Females,before age 90,0.3627,276,Death
2622,Melanoma of the skin,2016,Persons,before age 10,0.0,. .,Death
2624,Melanoma of the skin,2016,Persons,before age 20,0.0003,n.p.,Death
2626,Melanoma of the skin,2016,Persons,before age 30,0.0017,n.p.,Death
2628,Melanoma of the skin,2016,Persons,before age 40,0.0108,"9,222",Death
2630,Melanoma of the skin,2016,Persons,before age 50,0.0305,"3,283",Death
2632,Melanoma of the skin,2016,Persons,before age 60,0.0731,"1,368",Death
2634,Melanoma of the skin,2016,Persons,before age 70,0.1698,589,Death
2636,Melanoma of the skin,2016,Persons,before age 80,0.3389,295,Death
2638,Melanoma of the skin,2016,Persons,before age 90,0.5775,173,Death
2641,Melanoma of the skin,2017,Males,before age 10,0.0,. .,Death
2643,Melanoma of the skin,2017,Males,before age 20,0.0007,n.p.,Death
2645,Melanoma of the skin,2017,Males,before age 30,0.0023,n.p.,Death
2647,Melanoma of the skin,2017,Males,before age 40,0.0092,n.p.,Death
2649,Melanoma of the skin,2017,Males,before age 50,0.0313,"3,194",Death
2651,Melanoma of the skin,2017,Males,before age 60,0.0853,"1,172",Death
2653,Melanoma of the skin,2017,Males,before age 70,0.2298,435,Death
2655,Melanoma of the skin,2017,Males,before age 80,0.4471,224,Death
2657,Melanoma of the skin,2017,Males,before age 90,0.8054,124,Death
2660,Melanoma of the skin,2017,Females,before age 10,0.0,. .,Death
2662,Melanoma of the skin,2017,Females,before age 20,0.0,. .,Death
2664,Melanoma of the skin,2017,Females,before age 30,0.0039,n.p.,Death
2666,Melanoma of the skin,2017,Females,before age 40,0.012,"8,328",Death
2668,Melanoma of the skin,2017,Females,before age 50,0.028,"3,573",Death
2670,Melanoma of the skin,2017,Females,before age 60,0.0653,"1,530",Death
2672,Melanoma of the skin,2017,Females,before age 70,0.1318,759,Death
2674,Melanoma of the skin,2017,Females,before age 80,0.2423,413,Death
2676,Melanoma of the skin,2017,Females,before age 90,0.4251,235,Death
2679,Melanoma of the skin,2017,Persons,before age 10,0.0,. .,Death
2681,Melanoma of the skin,2017,Persons,before age 20,0.0003,n.p.,Death
2683,Melanoma of the skin,2017,Persons,before age 30,0.0031,n.p.,Death
2685,Melanoma of the skin,2017,Persons,before age 40,0.0106,"9,444",Death
2687,Melanoma of the skin,2017,Persons,before age 50,0.0296,"3,377",Death
2689,Melanoma of the skin,2017,Persons,before age 60,0.0753,"1,329",Death
2691,Melanoma of the skin,2017,Persons,before age 70,0.181,553,Death
2693,Melanoma of the skin,2017,Persons,before age 80,0.3462,289,Death
2695,Melanoma of the skin,2017,Persons,before age 90,0.6147,163,Death
2698,Melanoma of the skin,2018,Males,before age 10,0.0,. .,Death
2700,Melanoma of the skin,2018,Males,before age 20,0.0,. .,Death
2702,Melanoma of the skin,2018,Males,before age 30,0.0021,n.p.,Death
2704,Melanoma of the skin,2018,Males,before age 40,0.0122,"8,219",Death
2706,Melanoma of the skin,2018,Males,before age 50,0.0359,"2,783",Death
2708,Melanoma of the skin,2018,Males,before age 60,0.0909,"1,100",Death
2710,Melanoma of the skin,2018,Males,before age 70,0.223,449,Death
2712,Melanoma of the skin,2018,Males,before age 80,0.4874,205,Death
2714,Melanoma of the skin,2018,Males,before age 90,0.835,120,Death
2717,Melanoma of the skin,2018,Females,before age 10,0.0,. .,Death
2719,Melanoma of the skin,2018,Females,before age 20,0.0,. .,Death
2721,Melanoma of the skin,2018,Females,before age 30,0.0017,n.p.,Death
2723,Melanoma of the skin,2018,Females,before age 40,0.0117,"8,536",Death
2725,Melanoma of the skin,2018,Females,before age 50,0.0253,"3,945",Death
2727,Melanoma of the skin,2018,Females,before age 60,0.0483,"2,070",Death
2729,Melanoma of the skin,2018,Females,before age 70,0.1031,970,Death
2731,Melanoma of the skin,2018,Females,before age 80,0.2272,440,Death
2733,Melanoma of the skin,2018,Females,before age 90,0.39,256,Death
2736,Melanoma of the skin,2018,Persons,before age 10,0.0,. .,Death
2738,Melanoma of the skin,2018,Persons,before age 20,0.0,. .,Death
2740,Melanoma of the skin,2018,Persons,before age 30,0.0019,n.p.,Death
2742,Melanoma of the skin,2018,Persons,before age 40,0.0119,"8,379",Death
2744,Melanoma of the skin,2018,Persons,before age 50,0.0306,"3,269",Death
2746,Melanoma of the skin,2018,Persons,before age 60,0.0695,"1,439",Death
2748,Melanoma of the skin,2018,Persons,before age 70,0.1629,614,Death
2750,Melanoma of the skin,2018,Persons,before age 80,0.3589,279,Death
2752,Melanoma of the skin,2018,Persons,before age 90,0.6123,163,Death
2755,Melanoma of the skin,2019,Males,before age 10,0.0,. .,Death
2757,Melanoma of the skin,2019,Males,before age 20,0.0,. .,Death
2759,Melanoma of the skin,2019,Males,before age 30,0.0016,n.p.,Death
2761,Melanoma of the skin,2019,Males,before age 40,0.007,n.p.,Death
2763,Melanoma of the skin,2019,Males,before age 50,0.0335,"2,984",Death
2765,Melanoma of the skin,2019,Males,before age 60,0.0885,"1,130",Death
2767,Melanoma of the skin,2019,Males,before age 70,0.2071,483,Death
2769,Melanoma of the skin,2019,Males,before age 80,0.468,214,Death
2771,Melanoma of the skin,2019,Males,before age 90,0.8,125,Death
2774,Melanoma of the skin,2019,Females,before age 10,0.0,. .,Death
2776,Melanoma of the skin,2019,Females,before age 20,0.0007,n.p.,Death
2778,Melanoma of the skin,2019,Females,before age 30,0.0012,n.p.,Death
2780,Melanoma of the skin,2019,Females,before age 40,0.0066,n.p.,Death
2782,Melanoma of the skin,2019,Females,before age 50,0.0219,"4,563",Death
2784,Melanoma of the skin,2019,Females,before age 60,0.0446,"2,244",Death
2786,Melanoma of the skin,2019,Females,before age 70,0.1,"1,000",Death
2788,Melanoma of the skin,2019,Females,before age 80,0.2163,462,Death
2790,Melanoma of the skin,2019,Females,before age 90,0.3836,261,Death
2793,Melanoma of the skin,2019,Persons,before age 10,0.0,. .,Death
2795,Melanoma of the skin,2019,Persons,before age 20,0.0003,n.p.,Death
2797,Melanoma of the skin,2019,Persons,before age 30,0.0014,n.p.,Death
2799,Melanoma of the skin,2019,Persons,before age 40,0.0068,"14,804",Death
2801,Melanoma of the skin,2019,Persons,before age 50,0.0277,"3,613",Death
2803,Melanoma of the skin,2019,Persons,before age 60,0.0664,"1,506",Death
2805,Melanoma of the skin,2019,Persons,before age 70,0.1534,652,Death
2807,Melanoma of the skin,2019,Persons,before age 80,0.3439,291,Death
2809,Melanoma of the skin,2019,Persons,before age 90,0.5924,169,Death
2812,Melanoma of the skin,2020,Males,before age 10,0.0,. .,Death
2814,Melanoma of the skin,2020,Males,before age 20,0.0,. .,Death
2816,Melanoma of the skin,2020,Males,before age 30,0.0006,n.p.,Death
2818,Melanoma of the skin,2020,Males,before age 40,0.0085,n.p.,Death
2820,Melanoma of the skin,2020,Males,before age 50,0.0263,"3,798",Death
2822,Melanoma of the skin,2020,Males,before age 60,0.0692,"1,445",Death
2824,Melanoma of the skin,2020,Males,before age 70,0.1933,517,Death
2826,Melanoma of the skin,2020,Males,before age 80,0.4277,234,Death
2828,Melanoma of the skin,2020,Males,before age 90,0.8198,122,Death
2831,Melanoma of the skin,2020,Females,before age 10,0.0,. .,Death
2833,Melanoma of the skin,2020,Females,before age 20,0.0,. .,Death
2835,Melanoma of the skin,2020,Females,before age 30,0.0006,n.p.,Death
2837,Melanoma of the skin,2020,Females,before age 40,0.0037,n.p.,Death
2839,Melanoma of the skin,2020,Females,before age 50,0.0236,"4,239",Death
2841,Melanoma of the skin,2020,Females,before age 60,0.049,"2,043",Death
2843,Melanoma of the skin,2020,Females,before age 70,0.0924,"1,082",Death
2845,Melanoma of the skin,2020,Females,before age 80,0.1905,525,Death
2847,Melanoma of the skin,2020,Females,before age 90,0.367,272,Death
2850,Melanoma of the skin,2020,Persons,before age 10,0.0,. .,Death
2852,Melanoma of the skin,2020,Persons,before age 20,0.0,. .,Death
2854,Melanoma of the skin,2020,Persons,before age 30,0.0006,n.p.,Death
2856,Melanoma of the skin,2020,Persons,before age 40,0.0061,"16,308",Death
2858,Melanoma of the skin,2020,Persons,before age 50,0.025,"4,007",Death
2860,Melanoma of the skin,2020,Persons,before age 60,0.059,"1,694",Death
2862,Melanoma of the skin,2020,Persons,before age 70,0.1426,701,Death
2864,Melanoma of the skin,2020,Persons,before age 80,0.3105,322,Death
2866,Melanoma of the skin,2020,Persons,before age 90,0.593,169,Death
2869,Melanoma of the skin,2021,Males,before age 10,0.0,. .,Death
2871,Melanoma of the skin,2021,Males,before age 20,0.0,. .,Death
2873,Melanoma of the skin,2021,Males,before age 30,0.0017,n.p.,Death
2875,Melanoma of the skin,2021,Males,before age 40,0.008,n.p.,Death
2877,Melanoma of the skin,2021,Males,before age 50,0.0264,"3,790",Death
2879,Melanoma of the skin,2021,Males,before age 60,0.0768,"1,302",Death
2881,Melanoma of the skin,2021,Males,before age 70,0.1822,549,Death
2883,Melanoma of the skin,2021,Males,before age 80,0.4356,230,Death
2885,Melanoma of the skin,2021,Males,before age 90,0.7811,128,Death
2888,Melanoma of the skin,2021,Females,before age 10,0.0,. .,Death
2890,Melanoma of the skin,2021,Females,before age 20,0.0,. .,Death
2892,Melanoma of the skin,2021,Females,before age 30,0.0016,n.p.,Death
2894,Melanoma of the skin,2021,Females,before age 40,0.0048,n.p.,Death
2896,Melanoma of the skin,2021,Females,before age 50,0.0236,"4,233",Death
2898,Melanoma of the skin,2021,Females,before age 60,0.046,"2,173",Death
2900,Melanoma of the skin,2021,Females,before age 70,0.0901,"1,110",Death
2902,Melanoma of the skin,2021,Females,before age 80,0.2011,497,Death
2904,Melanoma of the skin,2021,Females,before age 90,0.3908,256,Death
2907,Melanoma of the skin,2021,Persons,before age 10,0.0,. .,Death
2909,Melanoma of the skin,2021,Persons,before age 20,0.0,. .,Death
2911,Melanoma of the skin,2021,Persons,before age 30,0.0017,n.p.,Death
2913,Melanoma of the skin,2021,Persons,before age 40,0.0064,"15,639",Death
2915,Melanoma of the skin,2021,Persons,before age 50,0.025,"4,000",Death
2917,Melanoma of the skin,2021,Persons,before age 60,0.0614,"1,629",Death
2919,Melanoma of the skin,2021,Persons,before age 70,0.1359,736,Death
2921,Melanoma of the skin,2021,Persons,before age 80,0.3196,313,Death
2923,Melanoma of the skin,2021,Persons,before age 90,0.5872,170,Death
